Type: excitation
Name: Lumencor-YFP  (LED)
wavelength,intensity
434.81776955,0.00210142
434.93091118,0.00280749
435.04405829,0.00227708
435.15721087,0.00287203
435.27036892,0.00218116
435.38353244,0.00295599
435.49670141,0.00203830
435.60987585,0.00269405
435.72305575,0.00225177
435.83624110,0.00281828
435.94943190,0.00222329
436.06262816,0.00293051
436.17582986,0.00218325
436.28903701,0.00271043
436.40224960,0.00220413
436.51546764,0.00310426
436.62869111,0.00089394
436.74192001,0.00429443
436.85515435,0.00206118
436.96839412,0.00285074
437.08163932,0.00219382
437.19488994,0.00287228
437.30814599,0.00199663
437.42140746,0.00269803
437.53467434,0.00223569
437.64794664,0.00273917
437.76122435,0.00218680
437.87450748,0.00262714
437.98779601,0.00227333
438.10108995,0.00274808
438.21438929,0.00216808
438.32769403,0.00300112
438.44100417,0.00210611
438.55431971,0.00281355
438.66764063,0.00226345
438.78096695,0.00281006
438.89429866,0.00197792
439.00763575,0.00277100
439.12097823,0.00216129
439.23432608,0.00296840
439.34767931,0.00087172
439.46103792,0.00418147
439.57440191,0.00222000
439.68777126,0.00287673
439.80114598,0.00211190
439.91452607,0.00288932
440.02791152,0.00227216
440.14130232,0.00279952
440.25469849,0.00202796
440.36810002,0.00276280
440.48150689,0.00223917
440.59491912,0.00280985
440.70833669,0.00209605
440.82175961,0.00271136
440.93518788,0.00208952
441.04862148,0.00270714
441.16206042,0.00202402
441.27550470,0.00279252
441.38895431,0.00208693
441.50240925,0.00260890
441.61586952,0.00196086
441.72933511,0.00288535
441.84280603,0.00209325
441.95628227,0.00298451
442.06976382,0.00077445
442.18325069,0.00397754
442.29674288,0.00200506
442.41024037,0.00254601
442.52374317,0.00211593
442.63725128,0.00271934
442.75076469,0.00216734
442.86428340,0.00292536
442.97780741,0.00200459
443.09133672,0.00282267
443.20487132,0.00202353
443.31841120,0.00290525
443.43195638,0.00208905
443.54550684,0.00263068
443.65906259,0.00217862
443.77262361,0.00272562
443.88618991,0.00216551
443.99976149,0.00272516
444.11333834,0.00210162
444.22692046,0.00284845
444.34050785,0.00199589
444.45410051,0.00281965
444.56769843,0.00220644
444.68130160,0.00292887
444.79491004,0.00077700
444.90852373,0.00407390
445.02214268,0.00211431
445.13576687,0.00283694
445.24939631,0.00216950
445.36303100,0.00289680
445.47667093,0.00206328
445.59031611,0.00265337
445.70396652,0.00213490
445.81762216,0.00292718
445.93128304,0.00211666
446.04494915,0.00279038
446.15862048,0.00199619
446.27229704,0.00275857
446.38597883,0.00210467
446.49966583,0.00268164
446.61335805,0.00203060
446.72705549,0.00273755
446.84075814,0.00210076
446.95446600,0.00267303
447.06817907,0.00211497
447.18189735,0.00274457
447.29562083,0.00204249
447.40934950,0.00273264
447.52308338,0.00076299
447.63682245,0.00414102
447.75056671,0.00219359
447.86431617,0.00282507
447.97807081,0.00202189
448.09183064,0.00279763
448.20559565,0.00208550
448.31936584,0.00269524
448.43314121,0.00217881
448.54692175,0.00296044
448.66070747,0.00218374
448.77449835,0.00286900
